Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location
9/4/2012,9/14/2012,Suffolk Terrace,Gaithersburg,MD,20878,Verizon,,,,,,1,,,,,,,Complaint,"Suffolk Terrace
Gaithersburg, MD 20878"
9/4/2012,9/7/2012,Arctic Avenue,Rockville,MD,20853,Verizon,,,,,,,,,,,,,Complaint,"Arctic Avenue
Rockville, MD 20853"
9/5/2012,9/6/2012,Bramblewood Drive,Silver Spring,MD,20906,Comcast,,1,,,1,,,,,,,,Complaint,"Bramblewood Drive
Silver Spring, MD 20906"
9/5/2012,9/12/2012,Stanmore Drive,Potomac,MD,20854,Comcast,,,1,,1,,,,,,,,Complaint,"Stanmore Drive
Potomac, MD 20854"
9/5/2012,9/13/2012,Schindler Drive,Silver Spring,MD,20903,Comcast,,,,,,,,,,1,,,Complaint,"Schindler Drive
Silver Spring, MD 20903"
9/5/2012,9/13/2012,Daniel Road,Chevy Chase,MD,20815,RCN,1,,,,,,,,,,,,Complaint,"Daniel Road
Chevy Chase, MD 20815"
9/5/2012,9/10/2012,Summit Avenue,Kensington,MD,20895,Comcast,,,1,,,,,,,,,,Complaint,"Summit Avenue
Kensington, MD 20895"
9/6/2012,9/6/2012,Cherry Grove Drive,Gaithersburg,MD,20878,Comcast,,,1,,1,,,,,,1,,Complaint,"Cherry Grove Drive
Gaithersburg, MD 20878"
9/7/2012,9/17/2012,Persimmon Court,Bethesda,MD,20817,Comcast,,,1,,1,,,,,,,,Complaint,"Persimmon Court
Bethesda, MD 20817"
9/7/2012,9/7/2012,Estelle Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Estelle Road
Silver Spring, MD 20906"
9/7/2012,9/20/2012,Lincoln Street,Rockville,MD,20850,Verizon,,,,,,,,1,,,,,Complaint,"Lincoln Street
Rockville, MD 20850"
9/9/2012,12/1/2012,Dorchester Lane,Rockville,MD,20852,Verizon,,,1,,,,,,,,,,Complaint,"Dorchester Lane
Rockville, MD 20852"
9/10/2012,9/10/2012,Barbara Road,Silver Spring,MD,20906,Comcast,1,,,,,,1,,,,,,Complaint,"Barbara Road
Silver Spring, MD 20906"
9/10/2012,9/13/2012,Cody Drive,Silver Spring,MD,20902,RCN,,1,1,,,,,,,,1,,Complaint,"Cody Drive
Silver Spring, MD 20902"
9/10/2012,9/11/2012,Tantera Circle,Brookeville,MD,20833,Comcast,1,1,,,,,,,,,,,Complaint,"Tantera Circle
Brookeville, MD 20833"
9/10/2012,9/10/2012,Edgefield Road,Kensington,MD,20895,Comcast,1,,,,,,,,,,,1,Complaint,"Edgefield Road
Kensington, MD 20895"
9/11/2012,9/18/2012,Annapolis Rock Road,Gaithersburg,MD,20882,Comcast,,1,,,1,,,,,,,,Complaint,"Annapolis Rock Road
Gaithersburg, MD 20882"
9/12/2012,9/19/2012,Applewood Lane,Derwood,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Applewood Lane
Derwood, MD 20855"
9/12/2012,9/17/2012,Shadowridge Terrace,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Shadowridge Terrace
Olney, MD 20832"
9/17/2012,9/21/2012,16th Street,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"16th Street
Silver Spring, MD 20910"
9/17/2012,9/20/2012,Copenhaver Drive,Potomac,MD,20854,Comcast,,,,,1,,,,,,,,Complaint,"Copenhaver Drive
Potomac, MD 20854"
9/17/2012,9/26/2012,Quebec Terrace,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Quebec Terrace
Silver Spring, MD 20903"
9/17/2012,9/18/2012,McComas Avenue,Kensington,MD,20895,Comcast,,,,,1,,,,,,,,Complaint,"McComas Avenue
Kensington, MD 20895"
9/17/2012,9/17/2012,Reserve Champion Drive,Rockville,MD,20850,Comcast,,,,,1,,,,,,,,Complaint,"Reserve Champion Drive
Rockville, MD 20850"
9/17/2012,9/26/2012,Windmill Lane,Silver Spring,MD,20905,Comcast,,,1,,,,,,,,1,,Complaint,"Windmill Lane
Silver Spring, MD 20905"
9/18/2012,9/27/2012,Cross River Court,Burtonsville,MD,20866,Comcast,,,,,,1,,,,,,,Complaint,"Cross River Court
Burtonsville, MD 20866"
9/18/2012,9/25/2012,Lincoln Avenue,Takoma Park,MD,20912,Verizon,1,,,,,,,,,,,,Complaint,"Lincoln Avenue
Takoma Park, MD 20912"
9/18/2012,9/16/2012,Yellowhorn Court,Rockville,MD,20853,Comcast,,,,,,,,,,,1,,Complaint,"Yellowhorn Court
Rockville, MD 20853"
9/18/2012,9/20/2012,Candytuft Court,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Candytuft Court
Rockville, MD 20853"
9/19/2012,9/21/2012,Elsworth Drive,Silver Spring,MD,20910,Comcast,,,1,,,,,,,,1,,Complaint,"Elsworth Drive
Silver Spring, MD 20910"
9/19/2012,9/26/2012,Crossbow Lane,Gaithersburg,MD,20878,Comcast,,,,,1,,,,,,,,Complaint,"Crossbow Lane
Gaithersburg, MD 20878"
9/19/2012,9/21/2012,Whitley Park Terrace,Bethesda,MD,20814,Comcast,,1,,,,,,,,,,,Complaint,"Whitley Park Terrace
Bethesda, MD 20814"
9/19/2012,9/21/2012,Old Gate Road,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Old Gate Road
Rockville, MD 20852"
9/19/2012,9/25/2012,Essex Avenue,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Essex Avenue
Chevy Chase, MD 20815"
9/20/2012,9/20/2012,Castle Blvd,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Castle Blvd
Silver Spring, MD 20904"
9/21/2012,9/27/2012,Waterbury Way,Germantown,MD,20876,Verizon,1,,,,,,1,,,,,,Complaint,"Waterbury Way
Germantown, MD 20876"
9/21/2012,9/21/2012,2nd Avenue,Silver Spring,MD,20910,Comcast,,1,,,,,,,,,,,Complaint,"2nd Avenue
Silver Spring, MD 20910"
9/21/2012,9/27/2012,Jones Bridge Road,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Jones Bridge Road
Chevy Chase, MD 20815"
9/21/2012,10/11/2012,Persimmon Tree Road,Potomac,MD,20854,Crown Castle,,,,,,,,,,1,,,Complaint,"Persimmon Tree Road
Potomac, MD 20854"
9/21/2012,9/26/2012,Nicholson Lane,Rockville,MD,20852,Comcast,,,,,1,,,,,,,,Complaint,"Nicholson Lane
Rockville, MD 20852"
9/24/2012,9/26/2012,Maple Avenue,Takoma Park,MD,20912,Comcast,,,,,,,,,,,1,,Complaint,"Maple Avenue
Takoma Park, MD 20912"
9/24/2012,9/25/2012,Post House Court,Potomac,MD,20854,Comcast,,,1,,1,,,,,,,,Complaint,"Post House Court
Potomac, MD 20854"
9/24/2012,9/26/2012,Grist Mill Drive,Rockville,MD,20855,Comcast,,1,1,,1,,,,,,,,Complaint,"Grist Mill Drive
Rockville, MD 20855"
9/24/2012,9/24/2012,Uuniversity Blvd,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Uuniversity Blvd
Silver Spring, MD 20902"
9/24/2012,10/8/2012,Wisconsin Avenue,Chevy Chase,MD,20815,Comcast,,,,,1,,,,,,,,Complaint,"Wisconsin Avenue
Chevy Chase, MD 20815"
9/25/2012,10/18/2012,Piney Branch Road,Silver Spring,MD,20903,Comcast,,,,,1,,,,,,,,Complaint,"Piney Branch Road
Silver Spring, MD 20903"
9/25/2012,9/27/2012,Saddle River Drive,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Saddle River Drive
Gaithersburg, MD 20878"
9/27/2012,10/8/2012,Hoskinson Road,Poolesville,MD,20837,Verizon,,,,,,1,,,,,,,Complaint,"Hoskinson Road
Poolesville, MD 20837"
9/27/2012,9/27/2012,Maryland Avenue,Bethesda,MD,20816,Comcast,,,,,,,,,,,1,,Complaint,"Maryland Avenue
Bethesda, MD 20816"
9/27/2012,9/27/2012,Bells Ridge Terrace,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Bells Ridge Terrace
Potomac, MD 20854"
9/27/2012,10/3/2012,Sunflower Court,Rockville,MD,20853,Verizon,,,,,,,,1,,1,,,Complaint,"Sunflower Court
Rockville, MD 20853"
9/27/2012,9/28/2012,Chiswick Court,Silver Spring,MD,20906,Verizon,,,,,,,,,,,,,Complaint,"Chiswick Court
Silver Spring, MD 20906"
9/27/2012,10/4/2012,Holly View Street,Olney,MD,20832,Verizon,1,,,,,,,,,,,,Complaint,"Holly View Street
Olney, MD 20832"
10/1/2012,10/4/2012,Azalea Drive,Rockville,MD,20850,Verizon,1,,,,,,1,,,,,,Complaint,"Azalea Drive
Rockville, MD 20850"
10/1/2012,10/8/2012,Conestoga Way,Potomac,MD,20854,Comcast,,,,,1,,,,,,,,Complaint,"Conestoga Way
Potomac, MD 20854"
10/2/2012,10/4/2012,Bradmoor Drive,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Bradmoor Drive
Bethesda, MD 20817"
10/2/2012,10/2/2012,Pine Ridge Lane,Germantown,MD,20874,Comcast,1,,,,,,1,,,,,,Complaint,"Pine Ridge Lane
Germantown, MD 20874"
10/2/2012,10/17/2012,Brickyard Road,Potomac,MD,20854,Comcast,,,,,,,1,,,,,,Complaint,"Brickyard Road
Potomac, MD 20854"
10/2/2012,10/2/2012,Brougham Way,North Potomac,MD,20878,Comcast,,,,,,,,,1,,,,Complaint,"Brougham Way
North Potomac, MD 20878"
10/2/2012,10/8/2012,Fernwood Road,Bethesda,MD,20817,Verizon,,,,,1,,,1,,,,,Complaint,"Fernwood Road
Bethesda, MD 20817"
10/2/2012,10/3/2012,Blaine Drive,Chevy Chase,MD,20815,Verizon,,,,,,,,,,1,,,Complaint,"Blaine Drive
Chevy Chase, MD 20815"
10/2/2012,10/8/2012,Xaveria Drive,Silver Spring,MD,20903,Comcast,,,,,,,,1,,,,,Complaint,"Xaveria Drive
Silver Spring, MD 20903"
10/3/2012,10/3/2012,Pooks Hill Road,Bethesda,MD,20814,Comcast,,,,,1,,,,,,,,Complaint,"Pooks Hill Road
Bethesda, MD 20814"
10/3/2012,10/3/2012,Beechknoll Lane,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"Beechknoll Lane
Potomac, MD 20854"
10/3/2012,10/30/2012,Olandwood Court,Olney,MD,20832,Verizon,,,,,,,,,,1,,,Complaint,"Olandwood Court
Olney, MD 20832"
10/3/2012,10/5/2012,Frederick Avenue,Kensington,MD,20895,Comcast,,,1,,,,,,,,,,Complaint,"Frederick Avenue
Kensington, MD 20895"
10/3/2012,10/5/2012,Falling Spring Court,Laytonsville,MD,20882,Comcast,1,,,,,,,,,,,,Complaint,"Falling Spring Court
Laytonsville, MD 20882"
10/4/2012,10/11/2012,Sierra Street,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Sierra Street
Silver Spring, MD 20903"
10/4/2012,10/17/2012,East Light Drive,Silver Spring,MD,20903,RCN,1,,,,,,,,,,,,Complaint,"East Light Drive
Silver Spring, MD 20903"
10/4/2012,10/9/2012,Fern Hollow Way,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Fern Hollow Way
Montgomery Village, MD 20886"
10/4/2012,10/9/2012,Triple Crown Road,North Potomac,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Triple Crown Road
North Potomac, MD 20878"
10/5/2012,10/12/2012,McCubbin Lane,Germantown,MD,20874,Verizon,1,,1,,,,,,,,,,Complaint,"McCubbin Lane
Germantown, MD 20874"
10/5/2012,10/19/2012,Fern Hollow Way,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Fern Hollow Way
Montgomery Village, MD 20886"
10/8/2012,11/9/2012,Diamond Cove Terrace,Rockville,MD,20850,Verizon,,,,,,,,,,1,,,Complaint,"Diamond Cove Terrace
Rockville, MD 20850"
10/8/2012,10/10/2012,Tucker Lane,Ashton,MD,20861,Comcast,1,,,,,,,,,,,,Complaint,"Tucker Lane
Ashton, MD 20861"
10/8/2012,10/11/2012,Cleveland Street,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Cleveland Street
Kensington, MD 20895"
10/8/2012,10/17/2012,Parkford Manor Terrace,Silver Spring,MD,20904,Comcast,,,,,,,,1,,,,,Complaint,"Parkford Manor Terrace
Silver Spring, MD 20904"
10/8/2012,10/9/2012,Bloomingdale Court,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Bloomingdale Court
Rockville, MD 20852"
10/8/2012,10/8/2012,Spartan Road,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Spartan Road
Olney, MD 20832"
10/8/2012,10/10/2012,Underwood Street,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Underwood Street
Chevy Chase, MD 20815"
10/8/2012,10/10/2012,Patton Drive,Silver Spring,MD,20901,Comcast,,,,,1,,,,,,,,Complaint,"Patton Drive
Silver Spring, MD 20901"
10/8/2012,10/10/2012,Wheatcroft Court,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Wheatcroft Court
Bethesda, MD 20817"
10/9/2012,10/16/2012,Beaker Court,Burtonsville,MD,20866,Verizon,,,,,,,,,,1,,,Complaint,"Beaker Court
Burtonsville, MD 20866"
10/9/2012,10/12/2012,Moorland Lane,Bethesda,MD,20814,Verizon,,,1,,1,,,,,,,,Complaint,"Moorland Lane
Bethesda, MD 20814"
10/9/2012,11/23/2012,Featherwood Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Featherwood Drive
Silver Spring, MD 20904"
10/10/2012,10/18/2012,Chelmsford Road,Rockville,MD,20853,Verizon,,,,,,,,,,1,,,Complaint,"Chelmsford Road
Rockville, MD 20853"
10/10/2012,10/18/2012,Tech Road,Silver Spring,MD,20904,Comcast,,,1,,,,,,,,,,Complaint,"Tech Road
Silver Spring, MD 20904"
10/10/2012,10/15/2012,Westlake Terrace,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,,Complaint,"Westlake Terrace
Bethesda, MD 20817"
10/11/2012,10/17/2012,Ashboro Court,Chevy Chase,MD,20815,Comcast,,1,1,,1,,,,,,1,,Complaint,"Ashboro Court
Chevy Chase, MD 20815"
10/11/2012,10/18/2012,McKernon Way,Poolesville,MD,20837,Comcast,,,,,,1,,,,,,,Complaint,"McKernon Way
Poolesville, MD 20837"
10/11/2012,10/15/2012,Bradley Blvd,Chevy Chase,MD,20815,Comcast,,1,,,1,,,,,,,,Complaint,"Bradley Blvd
Chevy Chase, MD 20815"
10/11/2012,10/11/2012,N Leisure World Blvd,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"N Leisure World Blvd
Silver Spring, MD 20906"
10/11/2012,10/12/2012,Monticello Avenue,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Monticello Avenue
Silver Spring, MD 20902"
10/11/2012,10/16/2012,Apple Grove Road,Silver Spring,MD,20904,Comcast,,,1,,,,,,,,,,Complaint,"Apple Grove Road
Silver Spring, MD 20904"
10/11/2012,10/12/2012,Milstead Drive,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Milstead Drive
Bethesda, MD 20817"
10/12/2012,10/15/2012,Anderson Avenue,Rockville,MD,20850,Comcast,,,,,,,,,,,,1,Complaint,"Anderson Avenue
Rockville, MD 20850"
10/15/2012,10/25/2012,Luttrell Lane,Silver Spring,MD,20902,Verizon,,,,,,,,,,,1,,Complaint,"Luttrell Lane
Silver Spring, MD 20902"
10/15/2012,10/15/2012,Hampton Point Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Hampton Point Drive
Silver Spring, MD 20904"
10/15/2012,10/18/2012,Belmart Road,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Belmart Road
Potomac, MD 20854"
10/16/2012,10/16/2012,Geren Road,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Geren Road
Silver Spring, MD 20901"
10/17/2012,10/17/2012,Lillian Drive,Silver Spring,MD,20902,Comcast,,1,,,,,,,,,,,Complaint,"Lillian Drive
Silver Spring, MD 20902"
10/17/2012,10/19/2012,Burdette Forest Road,Clarksburg,MD,20871,Comcast,,,,,,,,,,,,,Complaint,"Burdette Forest Road
Clarksburg, MD 20871"
10/18/2012,10/19/2012,Nicholson Lane,Rockville,MD,20852,Verizon,,,,,,,,,,,1,,Complaint,"Nicholson Lane
Rockville, MD 20852"
10/18/2012,10/25/2012,Crosstie Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Crosstie Drive
Germantown, MD 20874"
10/18/2012,10/22/2012,Redland Blvd,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Redland Blvd
Rockville, MD 20850"
10/18/2012,10/19/2012,Wildwood Drive,Churchville,VA,24421,Comcast,1,,,,,,,,,,,,Complaint,"Wildwood Drive
Churchville, VA 24421"
10/18/2012,11/27/2012,Reserve Champion Drive,Rockville,MD,20850,Comcast,,,1,,,,,,,,,,Complaint,"Reserve Champion Drive
Rockville, MD 20850"
10/18/2012,10/23/2012,River Hill Road,Bethesda,MD,20816,Comcast,1,,,,,,,,,,,,Complaint,"River Hill Road
Bethesda, MD 20816"
10/19/2012,10/22/2012,Leatherleaf Court,Gaithersburg,MD,20878,Comcast,,1,1,,,,,,,,1,,Complaint,"Leatherleaf Court
Gaithersburg, MD 20878"
10/22/2012,10/25/2012,Cambridge Court,Montgomery Village,MD,20886,Comcast,,,,,,,,,,,1,,Complaint,"Cambridge Court
Montgomery Village, MD 20886"
10/22/2012,10/26/2012,Moorland Lane,Bethesda,MD,20814,Comcast,1,1,,,,,,,,,,,Complaint,"Moorland Lane
Bethesda, MD 20814"
10/22/2012,10/25/2012,Wisconsin Avenue,Chevy Chase,MD,20815,Comcast,,,1,,,,,,,,,,Complaint,"Wisconsin Avenue
Chevy Chase, MD 20815"
10/22/2012,10/25/2012,Roeder Road,Silver Spring,MD,20910,Comcast,,1,,,,,,,,,,,Complaint,"Roeder Road
Silver Spring, MD 20910"
10/22/2012,10/29/2012,Hamilton Spring Road,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Hamilton Spring Road
Bethesda, MD 20817"
10/22/2012,10/22/2012,Quail Valley Blvd,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Quail Valley Blvd
Gaithersburg, MD 20879"
10/22/2012,10/24/2012,Chiswell Road,Poolesville,MD,20837,Comcast,1,,,,,,,,,,,,Complaint,"Chiswell Road
Poolesville, MD 20837"
10/22/2012,10/31/2012,Fenway Road,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Fenway Road
Bethesda, MD 20817"
10/23/2012,11/1/2012,Highboro Drive,Bethesda,MD,20817,Verizon,,1,,1,,,,,,,,,Complaint,"Highboro Drive
Bethesda, MD 20817"
10/23/2012,10/30/2012,East Halbert Road,Bethesda,MD,20817,Verizon,1,1,,,,,,,,,,,Complaint,"East Halbert Road
Bethesda, MD 20817"
10/23/2012,10/26/2012,Granby Road,Derwood,MD,20855,Comcast,,,,,,,,,,1,,,Complaint,"Granby Road
Derwood, MD 20855"
10/23/2012,10/24/2012,Hoskinson Road,Poolesville,MD,20837,Verizon,,,,,,1,,,,,,,Complaint,"Hoskinson Road
Poolesville, MD 20837"
10/24/2012,10/26/2012,E Jefferson Street,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"E Jefferson Street
Rockville, MD 20852"
10/24/2012,10/25/2012,Ethan Allen Avenue,Takoma Park,MD,20912,RCN,1,,,,,,,,,,,,Complaint,"Ethan Allen Avenue
Takoma Park, MD 20912"
10/24/2012,10/24/2012,Pickwick Village Terrace,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Pickwick Village Terrace
Silver Spring, MD 20901"
10/24/2012,10/24/2012,Beech Hill Drive,Bethesda,MD,20817,Verizon,,,,,,,,,,1,,,Complaint,"Beech Hill Drive
Bethesda, MD 20817"
10/25/2012,10/29/2012,Gracefield Road,Silver Spring,MD,20904,Comcast,,,,,1,,,,,,,,Complaint,"Gracefield Road
Silver Spring, MD 20904"
10/25/2012,10/26/2012,Reserve Champion Drive,Rockville,MD,20850,Comcast,,1,1,,1,,,,,,,,Complaint,"Reserve Champion Drive
Rockville, MD 20850"
10/25/2012,10/25/2012,Whitley Park Terrace,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Whitley Park Terrace
Bethesda, MD 20814"
10/25/2012,10/26/2012,Tyler Terrace,Poolesville,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Tyler Terrace
Poolesville, MD 20854"
10/26/2012,10/26/2012,Mahogany Drive,Gaithersburg,,20878,Comcast,1,,,,,,,,,,,1,Complaint,"Mahogany Drive
Gaithersburg 20878"
10/26/2012,11/1/2012,Cabin Creek Drive,Burtonsville,MD,20866,Comcast,,,1,,,,,,,1,1,,Complaint,"Cabin Creek Drive
Burtonsville, MD 20866"
10/26/2012,11/1/2012,Old Georgetown Road,Bethesda,MD,20814,Comcast,1,,,,,,1,,,,,,Complaint,"Old Georgetown Road
Bethesda, MD 20814"
10/31/2012,11/1/2012,International Drive,Silver Spring,MD,20906,Comcast,,1,,,,,,,,,,,Complaint,"International Drive
Silver Spring, MD 20906"
10/31/2012,11/2/2012,Blue Valley Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Blue Valley Drive
Silver Spring, MD 20904"
10/31/2012,11/5/2012,Royal Dominion Drive,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Royal Dominion Drive
Bethesda, MD 20817"
10/31/2012,11/5/2012,Canterfield Court,Germantown,MD,20876,Comcast,1,,,,1,,,,,,,,Complaint,"Canterfield Court
Germantown, MD 20876"
10/31/2012,11/5/2012,Fall River Court,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Fall River Court
Potomac, MD 20854"
10/31/2012,11/2/2012,Squires Court,North Potomac,MD,20878,Comcast,1,,,,1,,,,,,,,Complaint,"Squires Court
North Potomac, MD 20878"
10/31/2012,11/1/2012,North Park Avenue,Chevy Chase,MD,20815,Comcast,,,1,,,,,,,,,,Complaint,"North Park Avenue
Chevy Chase, MD 20815"
10/31/2012,11/2/2012,Tremayne Terrace,Silver Spring,MD,20906,Comcast,1,,1,,,,,,,,,,Complaint,"Tremayne Terrace
Silver Spring, MD 20906"
11/1/2012,11/6/2012,Bangor Drive,Kensington,MD,20895,Verizon,1,,,,,,1,,,,,,Complaint,"Bangor Drive
Kensington, MD 20895"
11/1/2012,11/5/2012,Pyrite Lane,Brookeville,MD,20833,Comcast,1,,,,,,,,,,,,Complaint,"Pyrite Lane
Brookeville, MD 20833"
11/1/2012,11/1/2012,E Jefferson Street,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"E Jefferson Street
Rockville, MD 20852"
11/1/2012,11/6/2012,Kenhowe Drive,Bethesda,MD,20817,Comcast,,1,1,,1,,,,,,,,Complaint,"Kenhowe Drive
Bethesda, MD 20817"
11/1/2012,11/2/2012,Shady Oak Lane,Bethesda,MD,20817,Comcast,,1,1,,1,,,,,,1,,Complaint,"Shady Oak Lane
Bethesda, MD 20817"
11/1/2012,11/6/2012,Interlachen Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Interlachen Drive
Silver Spring, MD 20906"
11/1/2012,11/2/2012,Woodbine Street,Chevy Chase,MD,20815,Comcast,1,,,,1,,,,,,,,Complaint,"Woodbine Street
Chevy Chase, MD 20815"
11/1/2012,11/1/2012,Lyttonsville Road,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Lyttonsville Road
Silver Spring, MD 20910"
11/1/2012,11/2/2012,Pine Orchard Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Pine Orchard Drive
Silver Spring, MD 20906"
11/1/2012,11/8/2012,Kenhowe Drive,Bethesda,MD,20817,Verizon,,1,1,,1,,,,,,1,,Complaint,"Kenhowe Drive
Bethesda, MD 20817"
11/2/2012,11/6/2012,University Blvd,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"University Blvd
Silver Spring, MD 20902"
11/2/2012,11/5/2012,Gunners Branch Road,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Gunners Branch Road
Germantown, MD 20876"
11/2/2012,11/5/2012,Beallsville Road,Barnesville,MD,20838,Comcast,,1,,,,,,,,,1,,Complaint,"Beallsville Road
Barnesville, MD 20838"
11/5/2012,11/8/2012,Brewer House Circle,Rockville,MD,20852,Comcast,,,1,,,,,,,,,,Complaint,"Brewer House Circle
Rockville, MD 20852"
11/5/2012,11/6/2012,Carrington Hill Drive,Gaithersburg,MD,20878,Verizon,1,,,,,,,,,,,,Complaint,"Carrington Hill Drive
Gaithersburg, MD 20878"
11/5/2012,11/5/2012,Brooke Drive,Bethesda,MD,20817,Comcast,,,,,,,,,,1,,,Complaint,"Brooke Drive
Bethesda, MD 20817"
11/5/2012,11/5/2012,Redmiles Drive,Silver Spring,MD,20905,Comcast,1,,,,,,,,,,,,Complaint,"Redmiles Drive
Silver Spring, MD 20905"
11/5/2012,11/8/2012,Comanche Court,Bethesda,MD,20817,Comcast,,1,1,,1,,,,,,,,Complaint,"Comanche Court
Bethesda, MD 20817"
11/5/2012,11/8/2012,Cloverhill Drive,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Cloverhill Drive
Silver Spring, MD 20902"
11/5/2012,11/7/2012,Cleveland Street,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Cleveland Street
Kensington, MD 20895"
11/5/2012,11/5/2012,Glendevon Court,Germantown,MD,20876,Comcast,,1,,,,,,,,,,,Complaint,"Glendevon Court
Germantown, MD 20876"
11/5/2012,11/5/2012,Briarwood Terrace,Rockville,MD,20853,Verizon,1,,,,,,,,,,,,Complaint,"Briarwood Terrace
Rockville, MD 20853"
11/5/2012,11/8/2012,Waterfowl Way,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Waterfowl Way
Rockville, MD 20853"
11/5/2012,11/12/2012,Connecticut Avenue,Chevy Chase,MD,20815,Verizon,,,1,,,,,,,,1,,Complaint,"Connecticut Avenue
Chevy Chase, MD 20815"
11/7/2012,11/14/2012,Warren Street,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Warren Street
Silver Spring, MD 20910"
11/7/2012,11/7/2012,Inwood Avenue,Silver Spring,MD,20902,Verizon,,,,,,,,,,1,,,Complaint,"Inwood Avenue
Silver Spring, MD 20902"
11/8/2012,11/21/2012,Tuckerman Lane,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Tuckerman Lane
Rockville, MD 20852"
11/8/2012,11/14/2012,Oskaloosa Drive,Derwood,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Oskaloosa Drive
Derwood, MD 20855"
11/13/2012,11/13/2012,Maryland Avenue,Rockville,MD,20850,Comcast,,1,,,,,,,,,1,,Complaint,"Maryland Avenue
Rockville, MD 20850"
11/13/2012,11/14/2012,Cloverhill Drive,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Cloverhill Drive
Silver Spring, MD 20902"
